"","eventSec","y1","x1","is_goal","is_blocked","is_CA","body_part","foot","angle","distance","minute"
"19790",845,7.29,28.35,0,0,0,"left","left",0.241241879944909,76.4666371694218,14
"19791",1093,23.04,9.45,0,0,0,"head/body","right",0.113517567080507,91.2108770925924,18
"19792",1489,46.24,8.4,0,0,0,"left","left",0.0280015817779529,92.4141634166538,25
"19793",1821,34.81,15.75,1,0,0,"right","right",0.0795399112493312,84.2538936785713,30
"19794",1949,34.81,24.15,0,0,0,"left","left",0.0989026073178906,75.8543248602214,32
"19795",2278,16.81,13.65,0,0,0,"right","right",0.215937385223911,88.0444126563407,38
"19796",2325,10.24,5.25,0,0,0,"left","left",0.312308440690751,97.6836736614671,39
"19797",2453,28.09,12.6,1,0,0,"left","right",0.0983871734860109,87.5995896109109,41
"19798",2528,23.04,27.3,0,0,0,"left","left",0.156954681913088,73.5215043371665,42
"19799",353,37.21,25.2,0,0,0,"left","right",0.0916878616343797,74.8688459908392,6
"19800",401,54.76,29.4,0,0,0,"right","right",0.0558455424044412,73.5889774354828,7
"19801",515,11.56,22.05,0,0,0,"right","right",0.260122830197008,81.1156957684516,9
"19802",764,6.25,27.3,0,0,0,"left","right",0.253623395449809,77.816145496934,13
"19803",978,32.49,4.2,1,0,0,"left","left",0.0289998966925412,95.8118995741134,16
"19804",1077,33.64,14.7,1,0,1,"left","left",0.0804677446788993,85.300759668364,18
"19805",1154,34.81,15.75,0,0,0,"right","right",0.0795399112493312,84.2538936785713,19
"19806",1374,24.01,14.7,0,0,0,"head/body","right",0.137231983437129,85.8830023927902,23
"19807",1388,27.04,12.6,0,0,0,"head/body","left",0.104838692947889,87.6766878936471,23
"19808",1597,14.44,23.1,0,0,0,"left","left",0.228002365448427,79.3486206559383,27
"19809",1651,43.56,14.7,0,0,0,"right","right",0.051191138190244,85.8340468578757,28
"19810",2541,16,25.2,0,0,0,"right","right",0.207165349111688,76.9352974908137,42
"19811",2610,34.81,5.25,1,0,0,"right","right",0.0313380575871053,94.753462205874,44
"19812",231,30.25,6.3,0,0,0,"head/body","left",0.0489497252751904,93.7750099973335,4
"19813",285,11.56,30.45,0,0,0,"right","right",0.209671191434254,73.080476873102,5
"19814",656,10.24,15.75,0,0,0,"left","left",0.327346848620766,87.5362787648641,11
"19815",940,31.36,8.4,0,0,0,"right","right",0.0590195687391929,91.6380357711796,16
"19816",1106,7.29,11.55,0,0,0,"left","right",0.454226931820738,92.3949489961437,18
"19817",1212,10.24,9.45,0,0,0,"left","right",0.365482135149891,93.6153838853423,20
"19818",1397,50.41,13.65,0,0,0,"left","left",0.0367978633203257,87.8954526696347,23
"19819",1782,22.09,24.15,0,0,0,"left","right",0.165589081902224,76.7793631127531,30
"19820",1923,29.16,6.3,0,0,0,"head/body","right",0.0525593511884911,93.8249199306879,32
"19821",2377,1.69,25.2,0,0,0,"left","left",0.287211480970502,81.4799122483573,40
"19822",2481,10.89,8.4,0,0,0,"left","right",0.336539096727123,94.4702709851094,41
"19823",225,23.04,31.5,0,0,0,"left","right",0.151561472313928,69.3712591784235,4
"19824",422,53.29,25.2,0,0,0,"right","right",0.0532403161829282,77.2472918619158,7
"19825",806,44.89,23.1,0,0,0,"right","left",0.0665957430393992,77.6672524298369,13
"19826",972,27.04,17.85,0,0,0,"right","right",0.125412669676629,82.4443090819494,16
"19827",1292,12.96,11.55,0,0,0,"right","right",0.285569981364156,90.9180075672581,22
"19828",2120,25,4.2,1,0,0,"right","right",0.0488197770786269,96.2218270456345,35
"19829",77,26.01,27.3,0,0,0,"right","right",0.140946388865124,73.1377474359171,1
"19830",154,15.21,18.9,0,0,0,"left","right",0.236054479938417,83.2482678498478,3
"19831",297,20.25,23.1,0,0,0,"left","right",0.179802247477975,78.1196038136395,5
"19832",495,43.56,14.7,0,0,1,"right","right",0.051191138190244,85.8340468578757,8
"19833",516,18.49,25.2,0,0,0,"left","left",0.189158283655238,76.3910996124549,9
"19834",1024,37.21,5.25,0,0,0,"head/body","right",0.0274676012845865,94.8043596043979,17
"19835",1244,54.76,25.2,0,0,0,"right","right",0.0509086299184003,77.6274281423776,21
"19836",1274,24.01,16.8,1,0,0,"right","right",0.144464410648493,83.797613927844,21
"19837",1516,49,18.9,0,0,0,"right","right",0.0503607895672427,82.4755115170558,25
"19838",1004,19.36,11.55,0,0,0,"head/body","right",0.169229127807342,89.6533998239888,17
"19839",1045,33.64,25.2,0,0,0,"left","left",0.104824328268651,74.8008663051438,17
"19840",1356,27.04,15.75,1,0,0,"right","right",0.118806855229946,84.5369984089807,23
"19841",2163,54.76,12.6,0,0,0,"left","left",0.0293272616825416,89.8317182291422,36
"19842",2311,17.64,22.05,0,0,0,"right","left",0.203044083549983,79.6483025556728,39
"19843",2381,22.09,17.85,0,0,0,"right","right",0.163262520781272,83.0088585634088,40
"19844",2700,30.25,6.3,0,0,0,"left","right",0.0489497252751904,93.7750099973335,45
"19845",448,53.29,26.25,0,0,0,"right","right",0.0546037502303289,76.2310081266147,7
"19846",680,38.44,23.1,0,0,0,"left","left",0.0844358363528536,77.028070208204,11
"19847",809,24.01,18.9,0,0,0,"left","left",0.149212806176924,81.7129738780813,13
"19848",1077,33.64,14.7,1,0,0,"right","right",0.0804677446788993,85.300759668364,18
"19849",1252,5.29,30.45,0,0,0,"right","right",0.232394297389637,75.2427179200752,21
"19850",1891,17.64,21,0,0,0,"left","left",0.20514727003539,80.6762021912286,32
"19851",1946,18.49,29.4,0,0,0,"right","right",0.178495664153912,72.2836087920353,32
"19852",107,22.09,17.85,0,0,0,"right","right",0.163262520781272,83.0088585634088,2
"19853",979,6.76,22.05,0,0,0,"left","right",0.301783431090692,82.5725141920724,16
"19854",1126,12.25,11.55,0,0,0,"right","right",0.303388468748635,91.0849328923286,19
"19855",1146,7.29,18.9,0,0,0,"right","right",0.335355778873956,85.3852100776241,19
"19856",1248,7.84,15.75,0,0,0,"right","right",0.371264817389984,88.2179579224094,21
"19857",1308,23.04,13.65,1,0,0,"right","right",0.141033098795826,87.0427716700244,22
"19858",1591,46.24,19.95,0,0,0,"right","right",0.0578224279437806,80.9803686086943,27
"19859",1723,22.09,13.65,0,0,0,"right","left",0.150049541794565,87.1674859107454,29
"19860",2349,22.09,29.4,0,0,0,"right","right",0.159367963673892,71.5975425555933,39
"19861",2410,29.16,8.4,1,0,0,"head/body","left",0.0676542026753077,91.7277798706586,40
"19862",2701,37.21,6.3,0,0,0,"right","right",0.0326743851063261,93.7549684016799,45
"19863",202,7.84,5.25,0,0,0,"left","right",0.470118432520175,98.2950054682332,3
"19864",475,9.61,13.65,0,0,0,"right","right",0.360218654507065,89.7284492231979,8
"19865",512,22.09,4.2,1,0,0,"left","right",0.0623797897099819,96.5374958241615,9
"19866",792,20.25,13.65,0,0,0,"left","right",0.169739881531667,87.4378922435805,13
"19867",1024,12.96,9.45,0,0,0,"right","right",0.276392786080123,92.9622724550126,17
"19868",1269,16,8.4,0,0,0,"head/body","right",0.193877867223134,93.3518076954057,21
"19869",1572,13.69,27.3,0,0,0,"left","right",0.214046029032433,75.48368101782,26
"19870",1783,18.49,24.15,0,0,0,"right","right",0.191521253328974,77.4195233775047,30
"19871",2305,7.84,8.4,0,0,0,"left","left",0.478193960652038,95.262298943496,38
"19872",2419,9.61,27.3,0,0,1,"left","right",0.237857317220866,76.6822150175645,40
"19873",2695,14.44,18.9,0,0,0,"right","right",0.245431880341942,83.4254373677477,45
"19874",18,13.69,11.55,0,0,0,"left","right",0.268380348733546,90.7518517717407,0
"19875",555,9.61,9.45,0,0,0,"right","right",0.390052421870641,93.7772605699271,9
"19876",776,46.24,9.45,0,0,1,"right","right",0.0312331144593152,91.3735196870516,13
"19877",1399,42.25,12.6,0,0,1,"left","left",0.0477417276946151,87.7885100682316,23
"19878",1619,18.49,10.5,0,0,0,"head/body","right",0.173425819485125,90.8339699671879,27
"19879",1653,29.16,7.35,0,0,0,"head/body","right",0.0603151661066874,92.7763337279503,28
"19880",1760,17.64,8.4,0,0,0,"right","right",0.165410179540305,93.0495008046792,29
"19881",1861,19.36,5.25,0,0,0,"head/body","left",0.0984781571642503,95.874355799661,31
"19882",1945,11.56,11.55,1,0,0,"left","right",0.321747597452703,91.2521566868422,32
"19883",2229,56.25,14.7,0,0,0,"right","right",0.0319498517115639,88.1541405720684,37
"19884",2470,15.21,14.7,0,0,1,"left","left",0.243013928417196,87.3450290514578,41
"19885",83,14.44,27.3,0,0,0,"right","right",0.209384680755792,75.2853478440526,1
"19886",1898,23.04,30.45,0,0,0,"left","right",0.153082330833041,70.4082672702574,32
"19887",18,10.24,26.25,0,0,0,"right","right",0.241380728227243,77.4829019848895,0
"19888",740,36,14.7,0,0,1,"left","left",0.0716754992970039,85.3234434373109,12
"19889",911,27.04,14.7,0,0,0,"left","right",0.114719551834467,85.5834773773536,15
"19890",1045,7.84,13.65,0,0,1,"right","right",0.402958525565492,90.2256510090118,17
"19891",1115,33.64,27.3,0,0,0,"right","right",0.106826163630674,72.7008913287863,19
"19892",1165,16.81,6.3,1,0,0,"left","right",0.148210456827943,95.2637711829634,19
"19893",1335,26.01,8.4,0,0,0,"head/body","left",0.0836117529698127,91.9478118282322,22
"19894",1429,33.64,10.5,1,0,0,"head/body","right",0.0624824599648268,89.5007240194179,24
"19895",1625,20.25,7.35,0,0,0,"left","left",0.118814837333796,93.6647479044277,27
"19896",1798,31.36,25.2,0,0,0,"right","right",0.114422127026621,74.8465737358765,30
"19897",2301,31.36,15.75,0,0,0,"right","right",0.0943650191661505,84.2913524627527,38
"19898",2332,22.09,18.9,0,0,0,"left","left",0.164818303904724,81.9698609246106,39
"19899",2424,12.25,17.85,0,0,0,"left","left",0.279475641247586,84.980497762722,40
"19900",2526,38.44,8.4,0,0,0,"right","right",0.040041188037174,91.7075438554539,42
"19901",2630,22.09,4.2,1,0,1,"left","right",0.0623797897099819,96.5374958241615,44
"19902",80,9.61,11.55,0,0,0,"right","right",0.378891283061153,91.75115585103,1
"19903",130,43.56,7.35,0,0,0,"right","right",0.0277530427142883,93.1419137660377,2
"19904",361,57.76,18.9,0,0,0,"right","right",0.037576542333732,84.5088610738542,6
"19905",548,40.96,29.4,0,0,0,"right","right",0.084902060764462,70.942241295296,9
"19906",1049,33.64,12.6,0,0,0,"right","right",0.0720995436953334,87.4007414156196,17
"19907",1144,31.36,13.65,0,0,0,"left","left",0.0861920359498066,86.3903472617167,19
"19908",2190,13.69,6.3,0,0,0,"head/body","right",0.212528500488321,95.8758890441179,37
"19909",2338,27.04,22.05,1,0,0,"right","right",0.133267055897755,78.260105417767,39
"19910",2791,23.04,4.2,0,0,0,"left","right",0.0573930845129641,96.4249013481476,47
"19911",17,43.56,25.2,0,0,0,"left","right",0.0730951699954283,75.4084451503941,0
"19912",215,29.16,8.4,0,0,0,"head/body","left",0.0676542026753077,91.7277798706586,4
"19913",218,25,3.15,0,0,0,"right","right",0.0370819512951908,97.2672735302064,4
"19914",1375,27.04,8.4,0,0,0,"head/body","right",0.0778405904578439,91.8640386658457,23
"19915",2043,8.41,7.35,0,0,0,"left","left",0.45008302613113,96.1190438986989,34
"19916",2271,7.29,27.3,0,0,0,"right","right",0.249261733592113,77.4513660305614,38
"19917",2659,14.44,13.65,0,0,0,"left","right",0.256192884705904,88.5376535717996,44
"19918",653,28.09,21,1,0,0,"right","right",0.125680732572969,79.2207554874352,11
"19919",1169,16,24.15,0,0,0,"right","right",0.21087924795152,77.9565423809958,19
"19920",1467,17.64,28.35,0,0,0,"right","right",0.186217294106099,73.4940276485103,24
"19921",2708,23.04,25.2,0,0,0,"right","right",0.158711302784101,75.5986878193002,45
"19922",2752,20.25,33.6,0,0,0,"right","right",0.159838469677097,67.8087199407274,46
"19923",698,18.49,9.45,0,0,0,"head/body","right",0.164083805632851,91.8687248197122,12
"19924",768,7.84,19.95,0,0,0,"right","left",0.316380559227257,84.216079818524,13
"19925",1125,23.04,29.4,0,0,0,"right","right",0.154502767420301,71.4456548713776,19
"19926",1178,16.81,30.45,0,0,0,"right","right",0.184194792205893,71.6428544936618,20
"19927",1281,22.09,12.6,0,0,0,"right","right",0.144613065691047,88.2077553279756,21
"19928",1365,12.25,21,0,0,0,"right","left",0.260077859348461,81.9393830828619,23
"19929",1793,37.21,9.45,1,0,0,"right","right",0.0473281543137785,90.6068794297651,30
"19930",1936,32.49,27.3,0,0,0,"right","right",0.111334405695334,72.7156798771764,32
"19931",2341,34.81,5.25,1,0,0,"right","left",0.0313380575871053,94.753462205874,39
"19932",226,9,11.55,0,0,1,"right","right",0.398148471635011,91.9151918890452,4
"19933",385,17.64,7.35,0,0,0,"head/body","left",0.151759126335308,94.0833253026274,6
"19934",531,12.25,17.85,0,0,0,"right","right",0.279475641247586,84.980497762722,9
"19935",642,30.25,11.55,0,0,0,"head/body","right",0.0815005473543506,88.529458374035,11
"19936",1088,23.04,11.55,0,0,0,"head/body","right",0.129177843026867,89.12645005833,18
"19937",1148,32.49,2.1,0,0,0,"head/body","right",0.0146863002583971,97.911644353468,19
"19938",1215,29.16,4.2,0,0,0,"right","left",0.0359613199628277,95.9221851294058,20
"19939",1251,27.04,1.05,1,0,0,"head/body","left",0.0106913950826594,99.1944761566893,21
"19940",1695,38.44,5.25,0,0,0,"head/body","left",0.0257551210197612,94.8539725051091,28
"19941",2002,23.04,7.35,0,0,0,"head/body","left",0.0938702299353047,93.2960025938947,33
"19942",2190,10.24,14.7,0,0,0,"right","right",0.336561266437069,88.5473184235412,36
"19943",2406,38.44,13.65,0,0,0,"right","right",0.0604620158178606,86.4640740423443,40
"19944",354,19.36,13.65,0,0,0,"head/body","right",0.18043583489066,87.5822590482799,6
"19945",1530,42.25,32.55,0,0,0,"right","right",0.083960311421714,67.952667350149,26
"19946",1727,36,10.5,1,0,0,"right","right",0.0551257396023156,89.5223435796896,29
"19947",1912,12.96,34.65,0,0,0,"left","left",0.185020133087674,68.6535075578808,32
"19948",2134,16.81,9.45,0,0,0,"head/body","right",0.190620268955215,92.1672317041149,36
"19949",2334,17.64,13.65,0,0,0,"right","right",0.203542719734026,87.8861314429074,39
"19950",2452,20.25,13.65,0,0,0,"right","right",0.169739881531667,87.4378922435805,41
"19951",1357,16,24.15,1,0,0,"left","left",0.21087924795152,77.9565423809958,23
"19952",1700,7.29,23.1,0,0,0,"right","right",0.286785117301011,81.406597398491,28
"19953",122,43.56,13.65,0,0,0,"head/body","right",0.048222813361257,86.8775926231845,2
"19954",581,24.01,7.35,0,0,0,"head/body","right",0.0869643358268949,93.1870302134369,10
"19955",627,6.25,11.55,0,0,0,"left","left",0.488531913435391,92.7009439002646,10
"19956",1361,33.64,8.4,1,0,0,"right","right",0.05167608840735,91.6007074208491,23
"19957",1681,22.09,18.9,0,0,0,"right","right",0.164818303904724,81.9698609246106,28
"19958",222,24.01,9.45,0,0,1,"head/body","left",0.105637448188877,91.0994105359634,4
"19959",809,19.36,10.5,0,0,0,"left","right",0.161535152133919,90.6894679662418,13
"19960",988,23.04,11.55,0,0,0,"right","right",0.129177843026867,89.12645005833,16
"19961",1079,5.29,11.55,1,0,0,"right","right",0.519042775457949,92.9928309064736,18
"19962",2150,34.81,22.05,0,0,0,"left","right",0.0955242839286743,77.954208353366,36
"19963",2658,20.25,13.65,0,0,0,"right","right",0.169739881531667,87.4378922435805,44
"19964",2709,37.21,17.85,0,0,0,"left","right",0.0771698873755985,82.212691234383,45
"19965",429,27.04,19.95,0,0,0,"left","right",0.130142236672924,80.3520012196336,7
"19966",790,37.21,6.3,0,0,0,"head/body","right",0.0326743851063261,93.7549684016799,13
"19967",1398,36,6.3,0,0,0,"head/body","left",0.0348616135719158,93.7213422865891,23
"19968",1609,20.25,23.1,0,0,0,"right","right",0.179802247477975,78.1196038136395,27
"19969",1800,34.81,3.15,0,0,0,"right","right",0.0190812774178837,96.8533871374667,30
"19970",1993,49,10.5,0,0,0,"right","right",0.0307607025826393,90.7482782205811,33
"19971",2153,53.29,9.45,0,0,0,"right","right",0.0237199612171199,92.581891317903,36
"19972",2372,38.44,12.6,0,0,0,"right","right",0.0567671100163858,87.5127053632785,40
"19973",2505,42.25,10.5,0,0,0,"right","left",0.0408186504842003,89.8794331312787,42
"19974",2507,22.09,7.35,1,0,0,"left","left",0.101433713904561,93.4123685600574,42
"19975",983,12.25,23.1,0,0,0,"right","right",0.247115738273155,79.9166597149806,16
"19976",1472,24.01,17.85,1,0,0,"left","left",0.14712134981098,82.7551968156683,25
"19977",2053,26.01,22.05,0,0,0,"right","left",0.139522778066966,78.3584239249361,34
"19978",2691,31.36,11.55,0,0,0,"head/body","right",0.0764698360525132,88.4893897594508,45
"19979",319,31.36,5.25,1,0,0,"head/body","right",0.0385027791331109,94.7867717564007,5
"19980",438,19.36,10.5,0,0,0,"head/body","right",0.161535152133919,90.6894679662418,7
"19981",967,33.64,18.9,0,0,0,"right","right",0.0934924016013135,81.1007990096275,16
"19982",1309,46.24,10.5,0,0,0,"left","left",0.034375837813347,90.3330924966039,22
"19983",1462,25,30.45,0,0,0,"right","right",0.143848120159753,70.1298973334483,24
"19984",1622,26.01,9.45,1,0,0,"left","right",0.0916767968887232,90.9018294645383,27
"19985",2241,43.56,7.35,0,0,0,"right","right",0.0277530427142883,93.1419137660377,37
"19986",2269,31.36,13.65,0,0,0,"right","right",0.0861920359498066,86.3903472617167,38
"19987",2687,23.04,6.3,0,0,0,"head/body","right",0.0825850613939483,94.3388127972787,45
"19988",806,28.09,17.85,0,0,0,"right","right",0.118842415525752,82.3623129835485,13
"19989",1012,38.44,14.7,0,0,0,"right","right",0.0639501771774558,85.4154763494298,17
"19990",1347,6.25,18.9,0,0,0,"right","right",0.346739626942446,85.7162324183699,22
"19991",1536,25,13.65,0,0,0,"head/body","right",0.124573570383251,86.8177545206048,26
"19992",1601,20.25,7.35,0,0,0,"head/body","right",0.118814837333796,93.6647479044277,27
"19993",1761,21.16,23.1,0,0,0,"left","right",0.17294392753306,77.9645791369389,29
"19994",1901,18.49,13.65,0,0,0,"right","right",0.191704795751497,87.7318790406315,32
"19995",2351,53.29,10.5,1,0,0,"right","right",0.0261664522061673,91.5551970125126,39
"19996",2698,39.69,11.55,0,0,0,"left","right",0.0498294483305457,88.6328302605756,45
"19997",279,53.29,5.25,0,0,0,"right","right",0.0134645405671139,96.6936740433416,5
"19998",883,24.01,24.15,0,0,0,"right","right",0.153009852980959,76.5050495065522,15
"19999",1025,24.01,4.2,0,0,0,"right","right",0.0528913897742366,96.3194689561773,17
"20000",1069,13.69,23.1,0,0,0,"right","right",0.234556866140668,79.5368222900563,18
"20001",1084,9,8.4,0,0,0,"right","right",0.41871740354146,94.9503027904598,18
"20002",1367,43.56,9.45,0,0,0,"right","right",0.0350392072458011,91.0532596890413,23
"20003",2382,16,6.3,0,0,0,"right","right",0.161930999783616,95.4132590366769,40
"20004",289,6.76,22.05,0,0,0,"right","right",0.301783431090692,82.5725141920724,5
"20005",882,29.16,56.7,0,0,0,"right","right",0.102078436846896,43.5696637581701,15
"20006",1366,27.04,12.6,0,0,0,"head/body","right",0.104838692947889,87.6766878936471,23
"20007",1510,36,15.75,0,0,0,"right","right",0.0751781600205754,84.2737355289298,25
"20008",2679,5.29,11.55,0,0,0,"right","right",0.519042775457949,92.9928309064736,45
"20009",2938,26.01,36.75,0,0,0,"right","right",0.132804465245019,63.7526673951765,49
"20010",255,47.61,10.5,1,0,0,"left","left",0.0325071983288224,90.528902014771,4
"20011",500,13.69,11.55,1,0,0,"left","right",0.268380348733546,90.7518517717407,8
